20250723061612,118.76191560,28.84114831
20250723061628,118.76192465,28.84114841
20250723061643,118.76192263,28.84114635
20250723061658,118.76192428,28.84114541
20250723061713,118.76192364,28.84114598
20250723061728,118.76191965,28.84113756
20250723061743,118.76191978,28.84113891
20250723061753,118.76192000,28.84113943
20250723061754,118.76191990,28.84113960
20250723061755,118.76191976,28.84113973
20250723061756,118.76191958,28.84113980
20250723061757,118.76191953,28.84113988
20250723061758,118.76191951,28.84113995
20250723061759,118.76191949,28.84113995
20250723061800,118.76191955,28.84114010
20250723061801,118.76191948,28.84114016
20250723061802,118.76191938,28.84114018
20250723061803,118.76191928,28.84114033
20250723061804,118.76191513,28.84114355
20250723061805,118.76191226,28.84114781
20250723061806,118.76190976,28.84115035
20250723061807,118.76191003,28.84114940
20250723061808,118.76190753,28.84114805
20250723061809,118.76189766,28.84115881
20250723061810,118.76189173,28.84116260
20250723061811,118.76188866,28.84116860
20250723061812,118.76188996,28.84117311
20250723061813,118.76189320,28.84117860
20250723061814,118.76189378,28.84118361
20250723061815,118.76189086,28.84118893
20250723061816,118.76188886,28.84119371
20250723061817,118.76188791,28.84119623
20250723061818,118.76188803,28.84119688
20250723061819,118.76188800,28.84119715
20250723061820,118.76188815,28.84119731
20250723061821,118.76188788,28.84120230
20250723061822,118.76188221,28.84120973
20250723061823,118.76187848,28.84121738
20250723061824,118.76187496,28.84122620
20250723061825,118.76187218,28.84123428
20250723061826,118.76186706,28.84124256
20250723061827,118.76186500,28.84125120
20250723061828,118.76186106,28.84125910
20250723061829,118.76185871,28.84126743
20250723061830,118.76185490,28.84127610
20250723061831,118.76185146,28.84128421
20250723061832,118.76184675,28.84129315
20250723061833,118.76184201,28.84130195
20250723061834,118.76183801,28.84130960
20250723061835,118.76183471,28.84131766
20250723061836,118.76183025,28.84132521
20250723061837,118.76182523,28.84133330
20250723061838,118.76182089,28.84134220
20250723061839,118.76181708,28.84135045
20250723061840,118.76181388,28.84135795
20250723061841,118.76180938,28.84136608
20250723061842,118.76180440,28.84137376
20250723061844,118.76179793,28.84138958
20250723061846,118.76179030,28.84140550
20250723061847,118.76178600,28.84141398
20250723061848,118.76178158,28.84142156
20250723061849,118.76177826,28.84143026
20250723061850,118.76177238,28.84143841
20250723061852,118.76176533,28.84145408
20250723061853,118.76176096,28.84146200
20250723061855,118.76175300,28.84147841
20250723061856,118.76174928,28.84148638
20250723061858,118.76174126,28.84150278
20250723061859,118.76173736,28.84151136
20250723061900,118.76173361,28.84151945
20250723061901,118.76173033,28.84152778
20250723061902,118.76172655,28.84153611
20250723061903,118.76172281,28.84154433
20250723061904,118.76171845,28.84155196
20250723061905,118.76171445,28.84155983
20250723061906,118.76171038,28.84156890
20250723061907,118.76170703,28.84157718
20250723061908,118.76170400,28.84158493
20250723061909,118.76169923,28.84159316
20250723061910,118.76169526,28.84160111
20250723061911,118.76169115,28.84160910
20250723061912,118.76168713,28.84161745
20250723061913,118.76168301,28.84162591
20250723061914,118.76167971,28.84163416
20250723061915,118.76167543,28.84164225
20250723061917,118.76166665,28.84165883
20250723061918,118.76166298,28.84166731
20250723061919,118.76165935,28.84167550
20250723061920,118.76165548,28.84168401
20250723061921,118.76165160,28.84169193
20250723061922,118.76164608,28.84170043
20250723061923,118.76164236,28.84170846
20250723061924,118.76163798,28.84171668
20250723061925,118.76163398,28.84172513
20250723061926,118.76163048,28.84173266
20250723061927,118.76162526,28.84174076
20250723061928,118.76162131,28.84174923
20250723061929,118.76161706,28.84175556
20250723061931,118.76161056,28.84176378
20250723061932,118.76160988,28.84176440
20250723061933,118.76161030,28.84176438
20250723061934,118.76161005,28.84176591
20250723061935,118.76160713,28.84176925
20250723061936,118.76160421,28.84177210
20250723061938,118.76160083,28.84177746
20250723061939,118.76160085,28.84177861
20250723061940,118.76160208,28.84178378
20250723061942,118.76160178,28.84179091
20250723061943,118.76159815,28.84179478
20250723061944,118.76159586,28.84179960
20250723061945,118.76159318,28.84180446
20250723061946,118.76158963,28.84181045
20250723061947,118.76158798,28.84181651
20250723061948,118.76158500,28.84182236
20250723061949,118.76158123,28.84182928
20250723061950,118.76157710,28.84183605
20250723061951,118.76157378,28.84184263
20250723061952,118.76157013,28.84184926
20250723061953,118.76156796,28.84185450
20250723061954,118.76156436,28.84186065
20250723061955,118.76156193,28.84186640
20250723061956,118.76155925,28.84187238
20250723061957,118.76155611,28.84187865
20250723061958,118.76155201,28.84188565
20250723061959,118.76154820,28.84189215
20250723062000,118.76154536,28.84189830
20250723062001,118.76154201,28.84190398
20250723062002,118.76153906,28.84191041
20250723062003,118.76153551,28.84191628
20250723062004,118.76153060,28.84192215
20250723062005,118.76152565,28.84192780
20250723062006,118.76152094,28.84193471
20250723062007,118.76151553,28.84194038
20250723062008,118.76150730,28.84194306
20250723062009,118.76149538,28.84194120
20250723062010,118.76148580,28.84193418
20250723062011,118.76147840,28.84192760
20250723062012,118.76147113,28.84192415
20250723062013,118.76146381,28.84192105
20250723062014,118.76145616,28.84191768
20250723062015,118.76144890,28.84191358
20250723062016,118.76144111,28.84191128
20250723062017,118.76143403,28.84190891
20250723062018,118.76142573,28.84190535
20250723062019,118.76141760,28.84190065
20250723062020,118.76141180,28.84189401
20250723062021,118.76140668,28.84188663
20250723062022,118.76140190,28.84187983
20250723062023,118.76139654,28.84187471
20250723062024,118.76138955,28.84187845
20250723062025,118.76138860,28.84188593
20250723062026,118.76139150,28.84189171
20250723062027,118.76139496,28.84189390
20250723062028,118.76139473,28.84189441
20250723062029,118.76139480,28.84189466
20250723062030,118.76139480,28.84189466
20250723062031,118.76139476,28.84189471
20250723062032,118.76139478,28.84189473
20250723062033,118.76139480,28.84189461
20250723062034,118.76139475,28.84189460
20250723062035,118.76139476,28.84189460
20250723062036,118.76139475,28.84189463
20250723062037,118.76139471,28.84189470
20250723062038,118.76139473,28.84189461
20250723062039,118.76139471,28.84189471
20250723062040,118.76139476,28.84189473
20250723062041,118.76139473,28.84189471
20250723062042,118.76139478,28.84189471
20250723062043,118.76139480,28.84189471
20250723062044,118.76139475,28.84189473
20250723062045,118.76139473,28.84189470
20250723062046,118.76139473,28.84189470
20250723062047,118.76139473,28.84189471
20250723062048,118.76139478,28.84189470
20250723062049,118.76139473,28.84189471
20250723062050,118.76139478,28.84189465
20250723062051,118.76139476,28.84189461
20250723062052,118.76139480,28.84189463
20250723062053,118.76139476,28.84189461
20250723062054,118.76139480,28.84189468
20250723062055,118.76139478,28.84189468
20250723062056,118.76139481,28.84189463
20250723062057,118.76139480,28.84189468
20250723062058,118.76139483,28.84189465
20250723062059,118.76139478,28.84189471
20250723062100,118.76139478,28.84189471
20250723062101,118.76139475,28.84189473
20250723062102,118.76139473,28.84189475
20250723062103,118.76139475,28.84189480
20250723062104,118.76139476,28.84189473
20250723062105,118.76139471,28.84189475
20250723062106,118.76139480,28.84189471
20250723062107,118.76139475,28.84189476
20250723062108,118.76139476,28.84189475
20250723062109,118.76139473,28.84189471
20250723062110,118.76139476,28.84189463
20250723062111,118.76139476,28.84189465
20250723062112,118.76139478,28.84189466
20250723062113,118.76139476,28.84189466
20250723062114,118.76139475,28.84189466
20250723062115,118.76139473,28.84189456
20250723062116,118.76139473,28.84189461
20250723062117,118.76139473,28.84189463
20250723062118,118.76139475,28.84189463
20250723062119,118.76139470,28.84189460
