4.952430452435732E7,2978536.301002412
4.95243045243209E7,2978536.3198388927
4.952430452428663E7,2978536.3375673452
4.952430454017904E7,2978536.3375980714
4.952430454014262E7,2978536.3564345525
4.952430455702831E7,2978536.356467199
4.952430455699189E7,2978536.375303679
4.952430457387757E7,2978536.3753363257
4.952430457380688E7,2978536.411901259
4.952430457373619E7,2978536.4484661925
4.952430457369977E7,2978536.467302673
4.95243045568505E7,2978536.448433546
4.952430455695761E7,2978536.3930321313
4.952430458976999E7,2978536.3753670524
4.952430460665567E7,2978536.375399699
4.952430462354136E7,2978536.3754323456
4.952430463943377E7,2978536.375463072
4.952430465628518E7,2978536.3932241714
4.952430467309803E7,2978536.430929779
4.9524304688956164E7,2978536.448688959
4.9524304688919745E7,2978536.467525439
4.9524304688849054E7,2978536.5040903725
4.952430468906328E7,2978536.3932875446
4.952430468909755E7,2978536.375559092
4.952430468913397E7,2978536.356722612
4.952430468902686E7,2978536.4121240247
4.9524304705912545E7,2978536.4121566718
4.952430470587613E7,2978536.4309931523
4.9524304705841854E7,2978536.4487216054
4.9524304705805436E7,2978536.467558086
4.952430472262043E7,2978536.504155666
4.952430473844E7,2978536.541859354
4.952430473840573E7,2978536.5595878065
4.952430477210426E7,2978536.5973260617
4.952430478796239E7,2978536.6150852405
4.9524304804811664E7,2978536.633954368
4.9524304820667654E7,2978536.6528215758
4.9524304837519065E7,2978536.670582675
4.952430485436834E7,2978536.689451803
4.952430487019005E7,2978536.7260474623
4.95243048870029E7,2978536.763753071
4.952430490385431E7,2978536.7815141706
4.952430492073999E7,2978536.7815468176
4.952430493673952E7,2978536.7261761306
4.95243049537666E7,2978536.653078912
4.9524304969731845E7,2978536.615436677
4.952430496983896E7,2978536.560035263
4.952430498679534E7,2978536.523502977
4.952430498683176E7,2978536.5046664965
4.9524304986866035E7,2978536.486938044
4.9524304986758925E7,2978536.5423394577
4.952430498668823E7,2978536.5789043913
4.952430498665181E7,2978536.597740872
4.9524304986617535E7,2978536.615469324
4.952430500343038E7,2978536.653174933
4.952430500335968E7,2978536.6897398657
4.9524305020174675E7,2978536.7263374464
4.952430503599425E7,2978536.7640411346
4.952430505280924E7,2978536.800638715
4.952430505273854E7,2978536.8372036484
4.95243050526657E7,2978536.87487661
4.952430505263142E7,2978536.892605062
4.952430506852384E7,2978536.892635789
4.95243050854438E7,2978536.874939984
4.952430508555091E7,2978536.8195385705
4.952430510240232E7,2978536.83729967
4.95243051023659E7,2978536.856136151
4.9524305119215176E7,2978536.8750052787
4.952430511928801E7,2978536.8373323176
4.95243051194294E7,2978536.7642024513
4.952430511953652E7,2978536.708801037
4.9524305119643636E7,2978536.6533996235
4.952430513560888E7,2978536.6157573885
4.952430513567958E7,2978536.5791924554
4.952430513575027E7,2978536.5426275223
4.95243051357867E7,2978536.5237910417
4.952430511985786E7,2978536.5425967956
4.952430511978717E7,2978536.5791617287
4.952430510286506E7,2978536.5979655623
4.95243050859451E7,2978536.615661367
4.952430506902299E7,2978536.6344652004
4.952430505309416E7,2978536.6532709543
