5.1617908192749895E7,5024056.558863285
5.161789698963761E7,5024051.902514766
5.161785091837811E7,5024037.700893645
5.161780910666747E7,5024017.90910435
5.1617785839215174E7,5024016.918975419
5.161776350806903E7,5024058.193566005
5.161774539578679E7,5024091.875735436
5.1617721089883536E7,5024104.541200616
5.1617707779027276E7,5024120.413571029
5.1617703158651486E7,5024124.329766683
5.161769189881716E7,5024131.123926644
5.16176822773333E7,5024129.943930396
5.161765509153735E7,5024128.881209735
5.161763080466137E7,5024165.783883004
5.161758836445235E7,5024226.02902808
5.1617546135311335E7,5024287.6124856835
5.161750307979367E7,5024351.515525244
5.1617460022821434E7,5024419.754694454
5.161741834847013E7,5024489.576328195
5.161740208578945E7,5024550.420900149
5.161743245437524E7,5024624.696051347
5.16174444385936E7,5024701.075087791
5.1617450382246286E7,5024773.45054965
5.161744891912828E7,5024826.788127577
5.161744594733368E7,5024864.310537897
5.161744333588313E7,5024911.956737614
5.161744558829972E7,5024976.25880078
5.16174485828969E7,5025042.79822292
5.161745771038504E7,5025108.340054171
5.161748932728088E7,5025178.5253690295
5.161752502235677E7,5025248.564486534
5.161755336283386E7,5025322.024466293
5.1617572666430496E7,5025396.650314582
5.161759017970957E7,5025470.575816876
5.161760851095553E7,5025546.851356231
5.161763222215317E7,5025616.223140882
5.1617652840423E7,5025679.089092686
5.1617690036783144E7,5025739.818502651
5.1617724161144674E7,5025809.718529359
5.1617769000348315E7,5025864.031661449
5.161780249419964E7,5025917.243842259
5.161779836023029E7,5025983.317033616
5.161775669397604E7,5026048.800621039
5.161772913401246E7,5026093.424080363
5.161770348639643E7,5026132.190948048
5.1617660144485384E7,5026169.960753527
5.161760102784224E7,5026187.869541563
5.16175697391353E7,5026239.20592225
5.1617555722496055E7,5026267.961870992
5.161755761649778E7,5026300.905574763
5.1617560369697906E7,5026363.438391902
5.161752539256242E7,5026427.71392753
5.16174909645298E7,5026491.999867076
5.161747149069335E7,5026557.120385755
5.161748136900901E7,5026628.457700173
5.16174909581935E7,5026702.680264111
5.161750045219617E7,5026777.790503487
5.1617507733730964E7,5026853.860141753
5.161751546022757E7,5026931.272222301
5.161751821796721E7,5027010.370561867
5.1617519889203124E7,5027088.8927804725
5.161752141816811E7,5027166.6341195805
5.16175239799152E7,5027243.616479949
5.161752751886118E7,5027318.615878504
5.161752260168962E7,5027393.235314706
5.161751604579455E7,5027467.490684174
5.161750983855023E7,5027539.862549213
5.161750916564625E7,5027618.007613579
5.1617515351374745E7,5027689.721069729
5.161751865518799E7,5027739.478898006
5.161752285544623E7,5027812.600678248
5.161752790474053E7,5027886.405366415
5.1617533365814336E7,5027963.330714958
5.1617539236145884E7,5028047.712596881
5.161754999687924E7,5028117.732637459
5.1617580897584155E7,5028183.347729051
5.161761488861664E7,5028255.468956328
5.1617646764616124E7,5028323.326183422
5.1617678808989234E7,5028390.519682999
5.161770881268914E7,5028453.672876312
5.161773980278435E7,5028518.512330941
5.161776261487663E7,5028547.177619986
5.161778796034123E7,5028557.65721579
5.161780986234339E7,5028563.7366236625
5.161783813459545E7,5028572.714647358
5.16178762542828E7,5028582.988740863
5.16179051945028E7,5028589.756010824
5.161793104068748E7,5028598.577898584
5.161796424051765E7,5028607.982236457
