20250929064601,124.462966,45.312399,0.1
20250929064611,124.462956,45.312406,0.0
20250929064621,124.462949,45.312411,0.0
20250929064631,124.462944,45.312415,0.0
20250929064641,124.462938,45.312419,0.0
20250929064651,124.462932,45.312423,0.0
20250929064701,124.462927,45.312426,0.0
20250929064711,124.462921,45.312431,0.0
20250929064721,124.462915,45.312435,0.0
20250929064731,124.462905,45.312442,0.0
20250929064741,124.462899,45.312448,0.0
20250929064751,124.462884,45.312461,0.6
20250929064801,124.462787,45.312477,3.6
20250929064811,124.462774,45.312469,0.0
20250929064821,124.462774,45.312469,0.0
20250929064831,124.462774,45.312469,0.0
20250929064841,124.462774,45.312469,0.0
20250929064851,124.462774,45.312469,0.0
20250929064901,124.462774,45.312469,0.0
20250929064911,124.462774,45.312469,0.0
20250929064921,124.462774,45.312469,0.0
20250929064931,124.462774,45.312469,0.0
20250929064941,124.462774,45.312469,0.0
20250929064951,124.462774,45.312469,0.0
20250929065001,124.462774,45.312469,0.0
20250929065011,124.462774,45.312469,0.0
20250929065021,124.462788,45.312477,0.0
20250929065031,124.462837,45.312499,1.6
20250929065041,124.462864,45.312513,4.2
20250929065051,124.462936,45.312517,11.7
20250929065101,124.463441,45.312182,22.4
20250929065111,124.464265,45.311647,35.4
20250929065121,124.465112,45.310993,34.5
20250929065131,124.465581,45.310625,5.9
20250929065141,124.465606,45.310604,0.0
20250929065151,124.465613,45.310599,0.3
20250929065201,124.465737,45.310538,8.5
20250929065211,124.465805,45.310388,2.4
20250929065401,124.466215,45.310282,4.2
20250929065411,124.466156,45.310415,8.2
20250929065421,124.465977,45.310528,19.6
20250929065431,124.465215,45.311011,35.1
20250929065441,124.464350,45.311646,35.0
20250929065451,124.463485,45.312284,34.4
20250929065501,124.463061,45.312653,2.1
20250929071254,124.463062,45.312653,0.0
20250929071304,124.463062,45.312653,0.0
20250929071314,124.463062,45.312653,0.0
20250929071324,124.463062,45.312653,0.0
20250929071334,124.463062,45.312653,0.0
20250929071344,124.463068,45.312648,0.1
20250929071354,124.463008,45.312675,4.8
20250929071404,124.462850,45.312778,12.5
20250929071414,124.462765,45.312682,18.6
20250929071424,124.463254,45.312358,12.1
20250929071434,124.463461,45.312230,5.1
20250929071444,124.463756,45.312352,16.9
20250929071454,124.464294,45.312759,19.2
20250929071504,124.464638,45.313069,25.2
20250929071514,124.465313,45.313639,31.4
20250929071524,124.465670,45.313922,9.7
20250929071534,124.466006,45.314222,19.3
20250929071544,124.466677,45.314637,27.3
20250929071554,124.467358,45.315027,23.8
20250929071604,124.467914,45.315361,12.7
20250929071614,124.468266,45.315575,20.8
20250929071624,124.468917,45.315857,22.7
20250929071634,124.469728,45.316169,30.4
20250929071644,124.470513,45.316533,24.6
20250929071654,124.471169,45.316789,13.1
20250929071704,124.471534,45.316927,1.5
20250929071714,124.471644,45.316980,16.0
20250929071724,124.472303,45.317287,26.0
20250929071734,124.473159,45.317669,30.1
20250929071744,124.473956,45.317998,25.6
20250929071754,124.474703,45.318309,22.2
20250929071804,124.475307,45.318482,13.1
20250929071814,124.475290,45.318819,9.0
20250929071824,124.475404,45.318900,0.0
20250929071834,124.475425,45.318939,8.1
20250929071844,124.475804,45.319311,28.1
20250929071854,124.476514,45.319955,34.1
20250929071904,124.477302,45.320609,32.2
20250929071914,124.477631,45.320873,0.0
20250929071924,124.477658,45.320896,8.4
20250929071934,124.478129,45.321299,25.7
20250929071944,124.478708,45.321772,18.5
20250929071954,124.478798,45.321846,0.4
20250929072004,124.479007,45.322019,10.4
20250929072014,124.479293,45.322255,19.1
20250929072024,124.479482,45.322415,0.0
20250929072034,124.479860,45.322725,30.1
20250929072044,124.480660,45.323394,35.8
20250929072054,124.481132,45.323768,4.5
20250929072104,124.481458,45.324070,27.4
20250929072114,124.481927,45.324582,26.1
20250929072124,124.482617,45.325295,36.3
20250929072134,124.483334,45.326049,35.9
20250929072144,124.484046,45.326796,34.4
20250929072154,124.484575,45.327371,11.5
20250929072204,124.484646,45.327507,0.1
20250929072214,124.484646,45.327507,0.2
20250929072224,124.484647,45.327717,16.8
20250929072234,124.484715,45.328019,8.9
20250929072244,124.484730,45.328138,12.2
20250929072254,124.484845,45.328772,28.6
20250929072304,124.485074,45.329474,25.7
20250929072314,124.485255,45.329796,10.6
20250929072324,124.485294,45.329870,0.1
20250929072334,124.485296,45.329874,0.0
20250929072344,124.485370,45.330044,17.8
20250929072354,124.485702,45.330676,29.0
20250929072404,124.485777,45.331545,36.6
20250929072414,124.485821,45.332322,21.8
20250929072424,124.485844,45.332773,21.1
20250929072434,124.486076,45.333106,21.1
20250929072444,124.486853,45.333488,33.3
20250929072454,124.487611,45.333850,20.1
20250929072504,124.488060,45.334065,11.5
20250929072514,124.488090,45.334079,0.0
20250929072524,124.488093,45.334081,0.9
20250929072534,124.488569,45.334328,22.4
20250929072544,124.489033,45.334853,30.7
20250929072554,124.489460,45.335548,30.8
20250929072604,124.490136,45.336027,29.7
20250929072614,124.491048,45.336450,32.8
20250929072624,124.492072,45.336823,32.4
20250929072634,124.493119,45.337179,32.5
20250929072644,124.494235,45.337486,32.3
20250929072654,124.495265,45.337915,35.3
20250929072704,124.496317,45.338389,35.5
20250929072714,124.497233,45.338943,33.7
20250929072724,124.498124,45.339381,30.1
20250929072734,124.498829,45.339718,24.9
20250929072744,124.499644,45.340115,18.3
20250929072754,124.499928,45.340232,6.3
20250929072804,124.500460,45.340497,25.0
20250929072814,124.501167,45.340856,21.6
20250929072824,124.501653,45.341089,16.7
20250929072834,124.502286,45.341364,16.1
20250929072844,124.502835,45.341611,12.3
20250929072854,124.503256,45.341744,9.7
20250929072904,124.504032,45.341954,24.2
20250929072914,124.504534,45.341997,7.9
20250929072924,124.504506,45.342035,4.1
20250929072934,124.504469,45.342092,1.7
20250929072944,124.504439,45.342155,3.1
20250929072954,124.504524,45.342203,2.1
